# phi psi z
-6.706770829999999517e-01 -1.306055372999999964e+00 4.363386242800000048e+01
-6.000794959999999900e-01 -1.306055372999999964e+00 4.436271054099999844e+01
-5.294819079999999456e-01 -1.306055372999999964e+00 4.485251549499999868e+01
-4.588843200000000122e-01 -1.306055372999999964e+00 4.499077765300000209e+01
-3.882867320000000233e-01 -1.306055372999999964e+00 4.479307719799999887e+01
-3.176891450000000061e-01 -1.306055372999999964e+00 4.436937160299999761e+01
-2.470915569999999895e-01 -1.306055372999999964e+00 4.380808837200000028e+01
-1.764939690000000005e-01 -1.306055372999999964e+00 4.312994090200000130e+01
-1.058963819999999972e-01 -1.306055372999999964e+00 4.237035763499999774e+01
-3.529879400000000139e-02 -1.306055372999999964e+00 4.153561100000000295e+01
3.529879400000000139e-02 -1.306055372999999964e+00 4.057557589099999973e+01
1.058963819999999972e-01 -1.306055372999999964e+00 3.941661989299999647e+01
1.764939690000000005e-01 -1.306055372999999964e+00 3.795486510599999974e+01
2.470915569999999895e-01 -1.306055372999999964e+00 3.610658495599999895e+01
3.176891450000000061e-01 -1.306055372999999964e+00 3.387112467600000087e+01
3.882867320000000233e-01 -1.306055372999999964e+00 3.135586668899999907e+01
4.588843200000000122e-01 -1.306055372999999964e+00 2.865004707800000006e+01
5.294819079999999456e-01 -1.306055372999999964e+00 2.580341648699999979e+01
6.000794959999999900e-01 -1.306055372999999964e+00 2.287486540100000099e+01
6.706770829999999517e-01 -1.306055372999999964e+00 1.992224397000000025e+01
7.412746709999999961e-01 -1.306055372999999964e+00 1.707362493799999825e+01
8.118722590000000405e-01 -1.306055372999999964e+00 1.452625772400000059e+01
8.824698469999999739e-01 -1.306055372999999964e+00 1.248007085899999957e+01
9.530674340000000466e-01 -1.306055372999999964e+00 1.111776554100000070e+01
1.023665022000000091e+00 -1.306055372999999964e+00 1.051471198299999976e+01
1.094262609999999913e+00 -1.306055372999999964e+00 1.067409185900000068e+01
1.164860197000000097e+00 -1.306055372999999964e+00 1.157390924599999948e+01
1.235457784999999920e+00 -1.306055372999999964e+00 1.323057792600000049e+01
1.306055372999999964e+00 -1.306055372999999964e+00 1.567718544899999955e+01
1.376652961000000008e+00 -1.306055372999999964e+00 1.892884750099999991e+01
1.447250547999999970e+00 -1.306055372999999964e+00 2.291670911599999982e+01
1.517848136000000014e+00 -1.306055372999999964e+00 2.746352040700000074e+01
1.588445724000000059e+00 -1.306055372999999964e+00 3.238295523499999717e+01
1.659043311000000021e+00 -1.306055372999999964e+00 3.753092976199999953e+01
1.729640899000000065e+00 -1.306055372999999964e+00 4.279499182800000057e+01
1.800238487000000109e+00 -1.306055372999999964e+00 4.801023933500000140e+01
1.870836074999999932e+00 -1.306055372999999964e+00 5.292761834000000221e+01
1.941433661999999893e+00 -1.306055372999999964e+00 5.726410671699999710e+01
2.012031250000000160e+00 -1.306055372999999964e+00 6.086232102700000013e+01
2.082628838000000204e+00 -1.306055372999999964e+00 6.370750896999999924e+01
2.153226425000000166e+00 -1.306055372999999964e+00 6.591628896199999588e+01
2.223824013000000210e+00 -1.306055372999999964e+00 6.758888028699999495e+01
2.294421600999999811e+00 -1.306055372999999964e+00 6.870867791199999886e+01
2.365019188999999855e+00 -1.306055372999999964e+00 6.913878445299999953e+01
2.435616775999999817e+00 -1.306055372999999964e+00 6.871665418599999953e+01
2.506214363999999861e+00 -1.306055372999999964e+00 6.740246978899999419e+01
2.576811951999999906e+00 -1.306055372999999964e+00 6.532631344799999340e+01
2.647409539999999950e+00 -1.306055372999999964e+00 6.270659400200000277e+01
2.718007126999999912e+00 -1.306055372999999964e+00 5.977665378399999696e+01
2.788604714999999956e+00 -1.306055372999999964e+00 5.665349755100000095e+01
2.859202303000000001e+00 -1.306055372999999964e+00 5.343088082799999938e+01
2.929799889999999962e+00 -1.306055372999999964e+00 5.018397269100000102e+01
3.000397478000000007e+00 -1.306055372999999964e+00 4.703705553599999689e+01
3.070995066000000051e+00 -1.306055372999999964e+00 4.412901084700000354e+01
-3.141592654000000095e+00 -1.235457784999999920e+00 4.080922328799999832e+01
-3.070995066000000051e+00 -1.235457784999999920e+00 3.858738998799999820e+01
-3.000397478000000007e+00 -1.235457784999999920e+00 3.654216987000000216e+01
-2.929799889999999962e+00 -1.235457784999999920e+00 3.462028452700000258e+01
-2.859202303000000001e+00 -1.235457784999999920e+00 3.290357098399999813e+01
-2.788604714999999956e+00 -1.235457784999999920e+00 3.158941241500000174e+01
-2.718007126999999912e+00 -1.235457784999999920e+00 3.079264846199999894e+01
-2.647409539999999950e+00 -1.235457784999999920e+00 3.052074368299999918e+01
-2.576811951999999906e+00 -1.235457784999999920e+00 3.059026359399999961e+01
-2.506214363999999861e+00 -1.235457784999999920e+00 3.079881505899999894e+01
-2.435616775999999817e+00 -1.235457784999999920e+00 3.108860573100000124e+01
-2.365019188999999855e+00 -1.235457784999999920e+00 3.147049260800000070e+01
-2.294421600999999811e+00 -1.235457784999999920e+00 3.200024583399999756e+01
-2.223824013000000210e+00 -1.235457784999999920e+00 3.267342631199999659e+01
-2.153226425000000166e+00 -1.235457784999999920e+00 3.347064150399999960e+01
-2.082628838000000204e+00 -1.235457784999999920e+00 3.424418316399999895e+01
-2.012031250000000160e+00 -1.235457784999999920e+00 3.496559337000000056e+01
-1.941433661999999893e+00 -1.235457784999999920e+00 3.564077844799999895e+01
-1.870836074999999932e+00 -1.235457784999999920e+00 3.623475695799999841e+01
-1.800238487000000109e+00 -1.235457784999999920e+00 3.671042967999999718e+01
-1.729640899000000065e+00 -1.235457784999999920e+00 3.699145441799999645e+01
-1.659043311000000021e+00 -1.235457784999999920e+00 3.709293093800000207e+01
-1.588445724000000059e+00 -1.235457784999999920e+00 3.704732937299999662e+01
-1.517848136000000014e+00 -1.235457784999999920e+00 3.692706696999999849e+01
-1.447250547999999970e+00 -1.235457784999999920e+00 3.679706663300000002e+01
-1.376652961000000008e+00 -1.235457784999999920e+00 3.667537921499999953e+01
-1.306055372999999964e+00 -1.235457784999999920e+00 3.664620109100000178e+01
-1.235457784999999920e+00 -1.235457784999999920e+00 3.679597714300000177e+01
-1.164860197000000097e+00 -1.235457784999999920e+00 3.718255625700000166e+01
-1.094262609999999913e+00 -1.235457784999999920e+00 3.774236915499999867e+01
-1.023665022000000091e+00 -1.235457784999999920e+00 3.829527147200000314e+01
-9.530674340000000466e-01 -1.235457784999999920e+00 3.874401025200000248e+01
-8.824698469999999739e-01 -1.235457784999999920e+00 3.909320493100000249e+01
-8.118722590000000405e-01 -1.235457784999999920e+00 3.948095466099999840e+01
-7.412746709999999961e-01 -1.235457784999999920e+00 4.003384325799999743e+01
-6.706770829999999517e-01 -1.235457784999999920e+00 4.077257046399999751e+01
-6.000794959999999900e-01 -1.235457784999999920e+00 4.153613377300000309e+01
-5.294819079999999456e-01 -1.235457784999999920e+00 4.213349706700000041e+01
-4.588843200000000122e-01 -1.235457784999999920e+00 4.243285712099999785e+01
-3.882867320000000233e-01 -1.235457784999999920e+00 4.243275440699999734e+01
-3.176891450000000061e-01 -1.235457784999999920e+00 4.221186411499999735e+01
-2.470915569999999895e-01 -1.235457784999999920e+00 4.187189192099999957e+01
-1.764939690000000005e-01 -1.235457784999999920e+00 4.145076500599999747e+01
-1.058963819999999972e-01 -1.235457784999999920e+00 4.097742370600000328e+01
-3.529879400000000139e-02 -1.235457784999999920e+00 4.046403391399999805e+01
3.529879400000000139e-02 -1.235457784999999920e+00 3.979636547900000210e+01
1.058963819999999972e-01 -1.235457784999999920e+00 3.886102081500000338e+01
1.764939690000000005e-01 -1.235457784999999920e+00 3.750905092099999649e+01
2.470915569999999895e-01 -1.235457784999999920e+00 3.567059977200000276e+01
3.176891450000000061e-01 -1.235457784999999920e+00 3.337188432100000313e+01
3.882867320000000233e-01 -1.235457784999999920e+00 3.074980743600000110e+01
4.588843200000000122e-01 -1.235457784999999920e+00 2.798343064000000169e+01
5.294819079999999456e-01 -1.235457784999999920e+00 2.510046427300000005e+01
6.000794959999999900e-01 -1.235457784999999920e+00 2.211902981000000068e+01
6.706770829999999517e-01 -1.235457784999999920e+00 1.911663214800000077e+01
7.412746709999999961e-01 -1.235457784999999920e+00 1.620293601399999872e+01
8.118722590000000405e-01 -1.235457784999999920e+00 1.356724731199999923e+01
8.824698469999999739e-01 -1.235457784999999920e+00 1.141011493499999929e+01
9.530674340000000466e-01 -1.235457784999999920e+00 9.951153807000000739e+00
1.023665022000000091e+00 -1.235457784999999920e+00 9.271381240000000190e+00
1.094262609999999913e+00 -1.235457784999999920e+00 9.393342047999999167e+00
1.164860197000000097e+00 -1.235457784999999920e+00 1.032762851799999915e+01
1.235457784999999920e+00 -1.235457784999999920e+00 1.203170982600000016e+01
1.306055372999999964e+00 -1.235457784999999920e+00 1.455601502000000025e+01
1.376652961000000008e+00 -1.235457784999999920e+00 1.787357469399999843e+01
1.447250547999999970e+00 -1.235457784999999920e+00 2.191575756499999983e+01
1.517848136000000014e+00 -1.235457784999999920e+00 2.651837133700000138e+01
1.588445724000000059e+00 -1.235457784999999920e+00 3.145930722399999979e+01
1.659043311000000021e+00 -1.235457784999999920e+00 3.661017685899999918e+01
1.729640899000000065e+00 -1.235457784999999920e+00 4.189952822400000088e+01
1.800238487000000109e+00 -1.235457784999999920e+00 4.719026950100000306e+01
1.870836074999999932e+00 -1.235457784999999920e+00 5.222978611500000312e+01
1.941433661999999893e+00 -1.235457784999999920e+00 5.669634755999999953e+01
2.012031250000000160e+00 -1.235457784999999920e+00 6.039107192499999854e+01
2.082628838000000204e+00 -1.235457784999999920e+00 6.328874831800000322e+01
2.153226425000000166e+00 -1.235457784999999920e+00 6.549169765499999585e+01
2.223824013000000210e+00 -1.235457784999999920e+00 6.712225981100000638e+01
2.294421600999999811e+00 -1.235457784999999920e+00 6.818810820900000635e+01
2.365019188999999855e+00 -1.235457784999999920e+00 6.852941964100000405e+01
2.435616775999999817e+00 -1.235457784999999920e+00 6.798964343400000132e+01
2.506214363999999861e+00 -1.235457784999999920e+00 6.656782449700000370e+01
2.576811951999999906e+00 -1.235457784999999920e+00 6.441662385499999743e+01
2.647409539999999950e+00 -1.235457784999999920e+00 6.177851419099999930e+01
2.718007126999999912e+00 -1.235457784999999920e+00 5.883557275599999770e+01
2.788604714999999956e+00 -1.235457784999999920e+00 5.572255196799999766e+01
2.859202303000000001e+00 -1.235457784999999920e+00 5.249075354400000037e+01
2.929799889999999962e+00 -1.235457784999999920e+00 4.925995053900000187e+01
3.000397478000000007e+00 -1.235457784999999920e+00 4.615661454199999980e+01
3.070995066000000051e+00 -1.235457784999999920e+00 4.332522058899999706e+01
-3.141592654000000095e+00 -1.164860197000000097e+00 3.986946717299999676e+01
-3.070995066000000051e+00 -1.164860197000000097e+00 3.767552758600000118e+01
-3.000397478000000007e+00 -1.164860197000000097e+00 3.563800712300000129e+01
-2.929799889999999962e+00 -1.164860197000000097e+00 3.373522151200000252e+01
-2.859202303000000001e+00 -1.164860197000000097e+00 3.205898745799999716e+01
-2.788604714999999956e+00 -1.164860197000000097e+00 3.078288699300000175e+01
-2.718007126999999912e+00 -1.164860197000000097e+00 3.003377519900000081e+01
-2.647409539999999950e+00 -1.164860197000000097e+00 2.978855543899999958e+01
-2.576811951999999906e+00 -1.164860197000000097e+00 2.988682152000000158e+01
-2.506214363999999861e+00 -1.164860197000000097e+00 3.013488099399999953e+01
-2.435616775999999817e+00 -1.164860197000000097e+00 3.045478082800000053e+01
-2.365019188999999855e+00 -1.164860197000000097e+00 3.083662728499999872e+01
-2.294421600999999811e+00 -1.164860197000000097e+00 3.132086818000000150e+01
-2.223824013000000210e+00 -1.164860197000000097e+00 3.191831871400000153e+01
-2.153226425000000166e+00 -1.164860197000000097e+00 3.262297405900000058e+01
-2.082628838000000204e+00 -1.164860197000000097e+00 3.332859031600000321e+01
-2.012031250000000160e+00 -1.164860197000000097e+00 3.402596191399999981e+01
-1.941433661999999893e+00 -1.164860197000000097e+00 3.469240483400000130e+01
-1.870836074999999932e+00 -1.164860197000000097e+00 3.529618638299999844e+01
-1.800238487000000109e+00 -1.164860197000000097e+00 3.576523281299999724e+01
-1.729640899000000065e+00 -1.164860197000000097e+00 3.601326101699999782e+01
-1.659043311000000021e+00 -1.164860197000000097e+00 3.601854315100000292e+01
-1.588445724000000059e+00 -1.164860197000000097e+00 3.579960945399999872e+01
-1.517848136000000014e+00 -1.164860197000000097e+00 3.544654650300000043e+01
-1.447250547999999970e+00 -1.164860197000000097e+00 3.507740806999999705e+01
-1.376652961000000008e+00 -1.164860197000000097e+00 3.477423544199999839e+01
-1.306055372999999964e+00 -1.164860197000000097e+00 3.460092789699999827e+01
-1.235457784999999920e+00 -1.164860197000000097e+00 3.462375636899999876e+01
-1.164860197000000097e+00 -1.164860197000000097e+00 3.487191533400000054e+01
-1.094262609999999913e+00 -1.164860197000000097e+00 3.529975566600000292e+01
-1.023665022000000091e+00 -1.164860197000000097e+00 3.575263316899999921e+01
-9.530674340000000466e-01 -1.164860197000000097e+00 3.613115215500000232e+01
-8.824698469999999739e-01 -1.164860197000000097e+00 3.644415712600000035e+01
-8.118722590000000405e-01 -1.164860197000000097e+00 3.679587152100000225e+01
-7.412746709999999961e-01 -1.164860197000000097e+00 3.733342367600000244e+01
-6.706770829999999517e-01 -1.164860197000000097e+00 3.808695084299999678e+01
-6.000794959999999900e-01 -1.164860197000000097e+00 3.891901163800000063e+01
-5.294819079999999456e-01 -1.164860197000000097e+00 3.963554941600000348e+01
-4.588843200000000122e-01 -1.164860197000000097e+00 4.008449166300000144e+01
-3.882867320000000233e-01 -1.164860197000000097e+00 4.026807247200000006e+01
-3.176891450000000061e-01 -1.164860197000000097e+00 4.025416701799999686e+01
-2.470915569999999895e-01 -1.164860197000000097e+00 4.014659958000000017e+01
-1.764939690000000005e-01 -1.164860197000000097e+00 4.000405688200000043e+01
-1.058963819999999972e-01 -1.164860197000000097e+00 3.984227815500000247e+01
-3.529879400000000139e-02 -1.164860197000000097e+00 3.963176469399999746e+01
3.529879400000000139e-02 -1.164860197000000097e+00 3.923221110600000117e+01
1.058963819999999972e-01 -1.164860197000000097e+00 3.847992142300000040e+01
1.764939690000000005e-01 -1.164860197000000097e+00 3.720121238600000169e+01
2.470915569999999895e-01 -1.164860197000000097e+00 3.532769701099999793e+01
3.176891450000000061e-01 -1.164860197000000097e+00 3.294118414900000147e+01
3.882867320000000233e-01 -1.164860197000000097e+00 3.022056875799999887e+01
4.588843200000000122e-01 -1.164860197000000097e+00 2.735614026100000018e+01
5.294819079999999456e-01 -1.164860197000000097e+00 2.440801580600000165e+01
6.000794959999999900e-01 -1.164860197000000097e+00 2.138166771399999888e+01
6.706770829999999517e-01 -1.164860197000000097e+00 1.834960813800000068e+01
7.412746709999999961e-01 -1.164860197000000097e+00 1.541494711700000053e+01
8.118722590000000405e-01 -1.164860197000000097e+00 1.273901811400000028e+01
8.824698469999999739e-01 -1.164860197000000097e+00 1.053027996500000008e+01
9.530674340000000466e-01 -1.164860197000000097e+00 8.971491540000000597e+00
1.023665022000000091e+00 -1.164860197000000097e+00 8.215894913999999716e+00
1.094262609999999913e+00 -1.164860197000000097e+00 8.297115726999999552e+00
1.164860197000000097e+00 -1.164860197000000097e+00 9.233795926000000875e+00
1.235457784999999920e+00 -1.164860197000000097e+00 1.102244837799999999e+01
1.306055372999999964e+00 -1.164860197000000097e+00 1.364574394999999996e+01
1.376652961000000008e+00 -1.164860197000000097e+00 1.704469660599999870e+01
1.447250547999999970e+00 -1.164860197000000097e+00 2.112637959699999968e+01
1.517848136000000014e+00 -1.164860197000000097e+00 2.570248719499999979e+01
1.588445724000000059e+00 -1.164860197000000097e+00 3.059261859700000130e+01
1.659043311000000021e+00 -1.164860197000000097e+00 3.571342281399999763e+01
1.729640899000000065e+00 -1.164860197000000097e+00 4.101654751099999885e+01
1.800238487000000109e+00 -1.164860197000000097e+00 4.637076443899999845e+01
1.870836074999999932e+00 -1.164860197000000097e+00 5.152841656599999709e+01
1.941433661999999893e+00 -1.164860197000000097e+00 5.614722084200000296e+01
2.012031250000000160e+00 -1.164860197000000097e+00 5.997368214099999761e+01
2.082628838000000204e+00 -1.164860197000000097e+00 6.294890019500000022e+01
2.153226425000000166e+00 -1.164860197000000097e+00 6.515169265999999482e+01
2.223824013000000210e+00 -1.164860197000000097e+00 6.670698487699999646e+01
2.294421600999999811e+00 -1.164860197000000097e+00 6.762814715400000409e+01
2.365019188999999855e+00 -1.164860197000000097e+00 6.779291862700000593e+01
2.435616775999999817e+00 -1.164860197000000097e+00 6.708296291800000688e+01
2.506214363999999861e+00 -1.164860197000000097e+00 6.556216809900000442e+01
2.576811951999999906e+00 -1.164860197000000097e+00 6.336770528899999988e+01
2.647409539999999950e+00 -1.164860197000000097e+00 6.073410612499999672e+01
2.718007126999999912e+00 -1.164860197000000097e+00 5.784230659400000008e+01
2.788604714999999956e+00 -1.164860197000000097e+00 5.476329095100000188e+01
2.859202303000000001e+00 -1.164860197000000097e+00 5.154530766199999903e+01
2.929799889999999962e+00 -1.164860197000000097e+00 4.829330479499999740e+01
3.000397478000000007e+00 -1.164860197000000097e+00 4.517272221500000029e+01
3.070995066000000051e+00 -1.164860197000000097e+00 4.235167746500000163e+01
-3.141592654000000095e+00 -1.094262609999999913e+00 3.878268655800000175e+01
-3.070995066000000051e+00 -1.094262609999999913e+00 3.658383674899999960e+01
-3.000397478000000007e+00 -1.094262609999999913e+00 3.458507550899999927e+01
-2.929799889999999962e+00 -1.094262609999999913e+00 3.275737411699999768e+01
-2.859202303000000001e+00 -1.094262609999999913e+00 3.119151073500000138e+01
-2.788604714999999956e+00 -1.094262609999999913e+00 3.002582587999999930e+01
-2.718007126999999912e+00 -1.094262609999999913e+00 2.932152306400000086e+01
-2.647409539999999950e+00 -1.094262609999999913e+00 2.905514152599999989e+01
-2.576811951999999906e+00 -1.094262609999999913e+00 2.910503332600000093e+01
-2.506214363999999861e+00 -1.094262609999999913e+00 2.932770695700000019e+01
-2.435616775999999817e+00 -1.094262609999999913e+00 2.964794192500000136e+01
-2.365019188999999855e+00 -1.094262609999999913e+00 3.004781158700000177e+01
-2.294421600999999811e+00 -1.094262609999999913e+00 3.051932772299999996e+01
-2.223824013000000210e+00 -1.094262609999999913e+00 3.107032605999999930e+01
-2.153226425000000166e+00 -1.094262609999999913e+00 3.166486030000000085e+01
-2.082628838000000204e+00 -1.094262609999999913e+00 3.226516222499999742e+01
-2.012031250000000160e+00 -1.094262609999999913e+00 3.288525458299999826e+01
-1.941433661999999893e+00 -1.094262609999999913e+00 3.353049654400000179e+01
-1.870836074999999932e+00 -1.094262609999999913e+00 3.414921231900000009e+01
-1.800238487000000109e+00 -1.094262609999999913e+00 3.464386262800000083e+01
-1.729640899000000065e+00 -1.094262609999999913e+00 3.490900216200000017e+01
-1.659043311000000021e+00 -1.094262609999999913e+00 3.485285411600000316e+01
-1.588445724000000059e+00 -1.094262609999999913e+00 3.449607586700000184e+01
-1.517848136000000014e+00 -1.094262609999999913e+00 3.395630779599999727e+01
-1.447250547999999970e+00 -1.094262609999999913e+00 3.336995618099999916e+01
-1.376652961000000008e+00 -1.094262609999999913e+00 3.287606441100000154e+01
-1.306055372999999964e+00 -1.094262609999999913e+00 3.253413405399999903e+01
-1.235457784999999920e+00 -1.094262609999999913e+00 3.239413231300000007e+01
-1.164860197000000097e+00 -1.094262609999999913e+00 3.248578977199999684e+01
-1.094262609999999913e+00 -1.094262609999999913e+00 3.275819944599999900e+01
-1.023665022000000091e+00 -1.094262609999999913e+00 3.311368290000000059e+01
-9.530674340000000466e-01 -1.094262609999999913e+00 3.345332777200000152e+01
-8.824698469999999739e-01 -1.094262609999999913e+00 3.378482878500000197e+01
-8.118722590000000405e-01 -1.094262609999999913e+00 3.417511712099999954e+01
-7.412746709999999961e-01 -1.094262609999999913e+00 3.476380644300000000e+01
-6.706770829999999517e-01 -1.094262609999999913e+00 3.557079180899999926e+01
-6.000794959999999900e-01 -1.094262609999999913e+00 3.649724564200000287e+01
-5.294819079999999456e-01 -1.094262609999999913e+00 3.734669883600000162e+01
-4.588843200000000122e-01 -1.094262609999999913e+00 3.797071980100000133e+01
-3.882867320000000233e-01 -1.094262609999999913e+00 3.835688873600000193e+01
-3.176891450000000061e-01 -1.094262609999999913e+00 3.857779030100000028e+01
-2.470915569999999895e-01 -1.094262609999999913e+00 3.873144097000000130e+01
-1.764939690000000005e-01 -1.094262609999999913e+00 3.886015159400000130e+01
-1.058963819999999972e-01 -1.094262609999999913e+00 3.897379722400000190e+01
-3.529879400000000139e-02 -1.094262609999999913e+00 3.899889869599999770e+01
3.529879400000000139e-02 -1.094262609999999913e+00 3.881219879799999717e+01
1.058963819999999972e-01 -1.094262609999999913e+00 3.819099494400000339e+01
1.764939690000000005e-01 -1.094262609999999913e+00 3.696006594800000045e+01
2.470915569999999895e-01 -1.094262609999999913e+00 3.505334423899999763e+01
3.176891450000000061e-01 -1.094262609999999913e+00 3.257317749999999990e+01
3.882867320000000233e-01 -1.094262609999999913e+00 2.976327332600000020e+01
4.588843200000000122e-01 -1.094262609999999913e+00 2.680690874800000145e+01
5.294819079999999456e-01 -1.094262609999999913e+00 2.378296631499999947e+01
6.000794959999999900e-01 -1.094262609999999913e+00 2.072591471699999843e+01
6.706770829999999517e-01 -1.094262609999999913e+00 1.768305419000000001e+01
7.412746709999999961e-01 -1.094262609999999913e+00 1.475580802400000024e+01
8.118722590000000405e-01 -1.094262609999999913e+00 1.208687372600000032e+01
8.824698469999999739e-01 -1.094262609999999913e+00 9.860996200000000655e+00
9.530674340000000466e-01 -1.094262609999999913e+00 8.232037398999999311e+00
1.023665022000000091e+00 -1.094262609999999913e+00 7.397281835000000250e+00
1.094262609999999913e+00 -1.094262609999999913e+00 7.417039446999999619e+00
1.164860197000000097e+00 -1.094262609999999913e+00 8.338892488000000824e+00
1.235457784999999920e+00 -1.094262609999999913e+00 1.017579868700000034e+01
1.306055372999999964e+00 -1.094262609999999913e+00 1.288398087000000025e+01
1.376652961000000008e+00 -1.094262609999999913e+00 1.634871057100000158e+01
1.447250547999999970e+00 -1.094262609999999913e+00 2.044035156400000020e+01
1.517848136000000014e+00 -1.094262609999999913e+00 2.496887770000000017e+01
1.588445724000000059e+00 -1.094262609999999913e+00 2.979364084499999876e+01
1.659043311000000021e+00 -1.094262609999999913e+00 3.488792422200000232e+01
1.729640899000000065e+00 -1.094262609999999913e+00 4.021069966799999662e+01
1.800238487000000109e+00 -1.094262609999999913e+00 4.564427653999999990e+01
1.870836074999999932e+00 -1.094262609999999913e+00 5.091072023800000323e+01
1.941433661999999893e+00 -1.094262609999999913e+00 5.564852848499999993e+01
2.012031250000000160e+00 -1.094262609999999913e+00 5.958972707299999882e+01
2.082628838000000204e+00 -1.094262609999999913e+00 6.261849866699999723e+01
2.153226425000000166e+00 -1.094262609999999913e+00 6.482250921600000027e+01
2.223824013000000210e+00 -1.094262609999999913e+00 6.628418234999999470e+01
2.294421600999999811e+00 -1.094262609999999913e+00 6.702854988999999364e+01
2.365019188999999855e+00 -1.094262609999999913e+00 6.697680362399999865e+01
2.435616775999999817e+00 -1.094262609999999913e+00 6.610232136000000480e+01
2.506214363999999861e+00 -1.094262609999999913e+00 6.448601369200000022e+01
2.576811951999999906e+00 -1.094262609999999913e+00 6.229798758799999803e+01
2.647409539999999950e+00 -1.094262609999999913e+00 5.971839089800000266e+01
2.718007126999999912e+00 -1.094262609999999913e+00 5.688719955900000258e+01
2.788604714999999956e+00 -1.094262609999999913e+00 5.383506829499999924e+01
2.859202303000000001e+00 -1.094262609999999913e+00 5.061257643700000131e+01
2.929799889999999962e+00 -1.094262609999999913e+00 4.732193206400000207e+01
3.000397478000000007e+00 -1.094262609999999913e+00 4.415721097400000161e+01
3.070995066000000051e+00 -1.094262609999999913e+00 4.128601862800000077e+01
-3.141592654000000095e+00 -1.023665022000000091e+00 3.773703761400000189e+01
-3.070995066000000051e+00 -1.023665022000000091e+00 3.549796769400000329e+01
-3.000397478000000007e+00 -1.023665022000000091e+00 3.352255644499999931e+01
-2.929799889999999962e+00 -1.023665022000000091e+00 3.180480132799999993e+01
-2.859202303000000001e+00 -1.023665022000000091e+00 3.039436341700000099e+01
-2.788604714999999956e+00 -1.023665022000000091e+00 2.936591950500000081e+01
-2.718007126999999912e+00 -1.023665022000000091e+00 2.870777558500000026e+01
-2.647409539999999950e+00 -1.023665022000000091e+00 2.837944183899999828e+01
-2.576811951999999906e+00 -1.023665022000000091e+00 2.832614912700000076e+01
-2.506214363999999861e+00 -1.023665022000000091e+00 2.847474857399999948e+01
-2.435616775999999817e+00 -1.023665022000000091e+00 2.877691404700000177e+01
-2.365019188999999855e+00 -1.023665022000000091e+00 2.920343921099999918e+01
-2.294421600999999811e+00 -1.023665022000000091e+00 2.969960396400000135e+01
-2.223824013000000210e+00 -1.023665022000000091e+00 3.022357384900000099e+01
-2.153226425000000166e+00 -1.023665022000000091e+00 3.071841819599999823e+01
-2.082628838000000204e+00 -1.023665022000000091e+00 3.118591165599999826e+01
-2.012031250000000160e+00 -1.023665022000000091e+00 3.169175469400000011e+01
-1.941433661999999893e+00 -1.023665022000000091e+00 3.224938456099999939e+01
-1.870836074999999932e+00 -1.023665022000000091e+00 3.282014910000000185e+01
-1.800238487000000109e+00 -1.023665022000000091e+00 3.330586506299999883e+01
-1.729640899000000065e+00 -1.023665022000000091e+00 3.354506203700000100e+01
-1.659043311000000021e+00 -1.023665022000000091e+00 3.342498652199999754e+01
-1.588445724000000059e+00 -1.023665022000000091e+00 3.296184537599999942e+01
-1.517848136000000014e+00 -1.023665022000000091e+00 3.227203680400000252e+01
-1.447250547999999970e+00 -1.023665022000000091e+00 3.155039884600000022e+01
-1.376652961000000008e+00 -1.023665022000000091e+00 3.091483877599999985e+01
-1.306055372999999964e+00 -1.023665022000000091e+00 3.042629863899999876e+01
-1.235457784999999920e+00 -1.023665022000000091e+00 3.011947860000000077e+01
-1.164860197000000097e+00 -1.023665022000000091e+00 3.003629726799999844e+01
-1.094262609999999913e+00 -1.023665022000000091e+00 3.017317201699999885e+01
-1.023665022000000091e+00 -1.023665022000000091e+00 3.045987695399999851e+01
-9.530674340000000466e-01 -1.023665022000000091e+00 3.080421721000000090e+01
-8.824698469999999739e-01 -1.023665022000000091e+00 3.119345505300000099e+01
-8.118722590000000405e-01 -1.023665022000000091e+00 3.168199235299999827e+01
-7.412746709999999961e-01 -1.023665022000000091e+00 3.235720697800000067e+01
-6.706770829999999517e-01 -1.023665022000000091e+00 3.325186157099999917e+01
-6.000794959999999900e-01 -1.023665022000000091e+00 3.427916014899999908e+01
-5.294819079999999456e-01 -1.023665022000000091e+00 3.525771314100000353e+01
-4.588843200000000122e-01 -1.023665022000000091e+00 3.607156952599999755e+01
-3.882867320000000233e-01 -1.023665022000000091e+00 3.669572498099999791e+01
-3.176891450000000061e-01 -1.023665022000000091e+00 3.720317133000000354e+01
-2.470915569999999895e-01 -1.023665022000000091e+00 3.763336942699999810e+01
-1.764939690000000005e-01 -1.023665022000000091e+00 3.801760082599999890e+01
-1.058963819999999972e-01 -1.023665022000000091e+00 3.834894402999999841e+01
-3.529879400000000139e-02 -1.023665022000000091e+00 3.853100555500000013e+01
3.529879400000000139e-02 -1.023665022000000091e+00 3.845585559300000256e+01
1.058963819999999972e-01 -1.023665022000000091e+00 3.789940973099999866e+01
1.764939690000000005e-01 -1.023665022000000091e+00 3.668071449300000353e+01
2.470915569999999895e-01 -1.023665022000000091e+00 3.473633059800000211e+01
3.176891450000000061e-01 -1.023665022000000091e+00 3.221130834099999873e+01
3.882867320000000233e-01 -1.023665022000000091e+00 2.933832652199999913e+01
4.588843200000000122e-01 -1.023665022000000091e+00 2.631811952700000035e+01
